id,tweet,label
256,yıllardır kendilerini kürt diye pazarlayıp vaad edilmiş topraklar için taşeronluk yapan ermeni komitacılar ilk defa gerçek kürtlerle karşılaştılar. bu onurlu mücadeleyi anneler kazanacak. yanındayız #annelerledireniyoruz,nefret
257,"""uzay"" yolu! türk ırkçıları uzaya gidemezler demeyin. uzayda bir kürt var ise giderler!",hiçbiri
258,her gün kürt halkını ve hdp'yi provoke etmeye çalıştıkları yeni bir hamle yapıyorlar. kriminalize edip partiyi kapatmak için fırsat yaratmaya çalışıyor gibiler.,hiçbiri
259,deliriyorum kürt erkeklerine. beni sınırsız ezip küfrederek siken kürtlere köpek olmak isterdim.,hiçbiri
260,kürtleri ezenlerin ve ölüler üzerine sevinen vampirlerin mekanı asla cennet olmaz! kürt halkının davası haklı ve meşru bir dava olduğu için kürtler cennetliktir. ayrıca kuyumcudan hediye altında altın çalanlarda cennet yüzü görmeyecektir!,hiçbiri
261,ne zaman ki bu ülkede bir insan kürt olduğunu laz olduğunu söylediği kadar rahat söyler o zaman huzura ereriz...,hiçbiri
262,toplumsal barış bu kadar basit. bir sünni belediye başkanı cemevine muharrem ayı nedeniyle gidiyor. koruma yok. doğal bir şekilde konuşma yapıyor. alevi sünni kürt türk böyle böyle kardeş olur. türkiye'nin gerçek meseleleri için el ele veririz elbet.,hiçbiri
263,kürtler başlarız sizin kürdistan hayallerinize diyerek pkk savaş açtı sözde kürtlerin haklarını savunan siyasetçi (!) işadamı (!) sanatçı (!) ses yok çünkü #kürt sorunu bu şerefsizlerin işine geliyor #annelerledireniyoruz #topunuzgelinfetöcüler #elmalı #betizmmm,saldırgan
264,emeğinize sağlık. işte bu vatan hepimizin. tüm renklerle türk kürt laz çerkez arap sünni alevisiyle müslümanlar kardeştir. tüm renklerle müslüman müslümanın kardeşidir. ırkçılık şeytandandır. ırkçılık yaptıkça kafirler güçleniyor. ırkçılık müslüman kafası değil.,nefret
265,hdp'yi kapatmak siyasi iktidarın ihtiyaç listesinde belli ki ilk sırada artık. türkiye'de kürt tabanlı sol siyasetin susturulamayacağını ve artık kürt tabanlı solun türkiye solunda 2015'ten beri ortak payda haline gelmeye başladığını anlayamayanlar bu işten yine zarar görecekler,hiçbiri
266,yanılıyorsun kürt halkı bizzat hdp'yi provoke ediyor ayrıca hdp il ilçe teşkilatlarına yapılan herhangi bir provokasyon kürt halkını provoke etmek değildir.,nefret
267,biz kürdüz diyarbakırlıyız. biz türklerle kardeşiz. bu bir reklam ve şov değil. burada yüreği yanan anneler var. bu annelere kim elinden nasıl geliyorsa destek olmalıdır yalnız bırakılmamalıdır. kimi çayını alıp gelsin kimi selamını getirsin #annelerdireniyor,hiçbiri
268,canan kaftancıoğlu kararı kürt'ün siyaset yapmasını destekleyenlere verilmiş bir yapamazsınız mesajıdır! tuhafiye özel'de ve neden yalnız bırakılmaması gerektiğini konuştu #canankaftancıoğluyalnızdeğildir,hiçbiri
269,modern cemaatlerin ekonomik siyasi gücünü de konuşun. buna kürt ve alevi cemaatleri de dahil. onlara demokrasi diğerlerine zapturapt. insanları ötekileştirmeyin. #türkiyeninnabzı,hiçbiri
270,en sevdiğim şal markasının sahibi reisçi kürt çıktı... sen sabır ver yarabbim kimlere para kazandırmışız,nefret
271,bu idealde tabiki kürt hareketi olacak olmayacak tek şey militarist baskıcı faşizan bakış,hiçbiri
272,bu kürtler için de geçerli mi ?,hiçbiri
273,soylu'ya soruyorum. akp'ye oy verenler kürt vatandaşı chp'ye oy verenler pkk'lı allah senin cezanı versin.,saldırgan
274,fakir kürt çocukları dağlara ölüme hdp'nin baronlarının çocukları fransa'ya eğitime,nefret
275,bu anaların feryadını duymayan pkk terör örgütüdür diyemeyen pkk destekçisi siyasi partilerle kol kola yürüyenler televizyonlara çıkıp boş boş konuşmasınlar. çok basitsiniz türkiye'de kürt sorunu yoktur. türkiye'de pkk sorunu vardır. pkk bir terör örgütüdür. #şerefsizler,saldırgan
276,cüneyt özdemir cevapsız bırakılacak bir kaç soru sordu. neden susuyorsunuz. ya kürtlere olan nefretten ya da hdp'ye olan sevgiden. hakkari'de van'da şırnak'ta diyarbakır'da binlerce çocuk kaçırıldı hepsine sustunuz hdp pkk,nefret
277,biz anaların isyanına değil anaların devlet tarafından yanlış adrese yönlendirilmesine itiraz ediyoruz. o anaların evlat kaygısının müsebbibi dolmabahçe mutabakatını tanımayanlardır. o analara hesap vermesi gerekenler kürdün iradesine kayyım atayanlardır. vicdansız,hiçbiri
278,batı haçlı seferleri düzenliyor bizim saflar hala abd kürt haklarını savunuyor iddiasında,hiçbiri
279,özerklik ya da federasyon kürt kardeşlerimizin söylemi olamaz lgbti'ye değil annelere destek,nefret
280,pkk ateist bir örgüttür ve kürt halkının dostu değildir lgbti'ye değil annelere destek,nefret
281,batı derin devletleri kürt halkının dostu değildir lgbti'ye değil annelere destek,nefret
282,kürt kardeşlerimiz nur pkk pislik kahbe kalleştir lgbti'ye değil annelere destek,nefret
283,bizim itirazımız devleti yönetenler açılım yapınca demokrasi geliyor diyenlerin muhalefet kürt sorunu vardır diyince hain ilan edilmesine. bizim itirazımız dünün akil adamlarının bugün chp terörist demesine,hiçbiri
284,"çocuklarının dağa kaçırıldığını iddia eden diyarbakır annelerinin hdp il binası önünde başlattığı oturma eylem devam ediyor. ""bunlar kürt değil bunlar gavur"" #cumartesi #hdp #diyarbakır #annelerdireniyor #annelerindirenisi #annelerleberaberizyasen #hdpkapatılsın",nefret
285,#davamızınpeşindeyiz #sanatçılardiyarbakıra bir kürt olarak çocuğu kürt anaları hacire ana gibi eyleme davet ediyorum.,hiçbiri
286,#davamızınpeşindeyiz #sanatçılardiyarbakıra 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır. pkk hdp 81 ilde kepenk indirmek zorunda kalmalıdır.,nefret
287,"#davamızınpeşindeyiz #sanatçılardiyarbakıra yiğit analara destek olalım kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti ""hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı.""",hiçbiri
288,"#davamızınpeşindeyiz #sanatçılardiyarbakıra akit'e konuşan kürt siyasetçiler ""kürt analar hdp pkk'yı 81 ilde kapatmaya hazırlanıyor""",nefret
289,"kürt halkının pkk ile zerre bağı olmadığını... biz sürekli savaş halinde olalım diye pkk'yı kurup besleyen bitmemesi için yıllardır ""dış mihrakların"" milyarlarca dolar harcadığını... harcadığı parayı da bize silah ve mühimmat satarak geri aldığını... anladığımız gün büyürüz...",hiçbiri
290,bunlar da trenin son vagonlarına yetişenler görüntüde kemalistiz antiemperyalistiz ümmetiz kürt türk nasyonalistiz ifadesiz ruhsuz soysuz maskeler gerçekte kalpsiz globalist ibneler #susamam #annelerdireniyor,nefret
291,hani kürt sorunu diyoruz da saatlerce eveleyip konuşuyoruz ya... işte gerçek kürt sorunu budur! kürtler senelerdir terör örgütlerinin zulmünü yaşıyor.,hiçbiri
292,işte kürt halkının çocukları...,hiçbiri
293,cemile bin ailesi ve devlet tarafından öldürülen kürt çocukların aileleri barış anneleri ve gerçek kürt anneleri hdp'nin önünde oturmaya gitsinler bakalım trt ahaber atv trt kurdi mikrofonları orada yayın yapmaya devam ederler mi?,hiçbiri
294,anaların feryadı hdp ve pkk yı bitirir. 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır. pkk hdp 81 ilde kepenk indirmek zorunda kalmalıdır. bir kürt olarak çocuğu kürt anaları hacire ana gibi eyleme davet ediyorum.,nefret
295,"anaların feryadı hdp ve pkk'yı bitirir yiğit analara destek olalım kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti ""hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı.""",nefret
296,"kürt selam anadolu hareketi genel başkanı galip ilhaner ise şunları ifade etti ""hacire akar ve fevziye çetinkaya gibi anaların sayısı artmalı. 81 ilde bütün pkk hdp il başkanlık binalarının önünde kürt analar eylem yapmalıdır.""",nefret
297,biz kürtlerin sabah sporu... sodire xer rojbaş günaydın,hiçbiri
298,"anaların feryadı hdp ve pkk'yı bitirir. akit'e konuşan kürt siyasetçiler ""kürt analar hdp pkk'yı 81 ilde kapatmaya hazırlanıyor"" dedi.",nefret
299,en tatlı sabahlar kürt böreğiyle başlar hepinize günaydın çekiyorum,hiçbiri
300,türkiye'de pkk'ya yataklık eden pkk'yla arasına mesafe koymayan kürt partileri kaybeder fetö'ye mesafe koyamayan da dini siyasete alet eden de kaybeder. bu hep böyle olmuştur. terör yapar hukuksuz karar verir adalete uymaz parayla insan tutar ama başaramaz sonunda yok olurlar.,hiçbiri
301,"şanlı türk ordusu gazi m. k. atatürk'ün ""ordular ilk hedefiniz akdeniz'dir ileri!"" emriyle 9 eylül 1922'de izmir'e türk bayrağını çekmiştir. başta ebedi başkomutanımız gazi mustafa kemal atatürk olmak üzere tüm şehitlerimizi ve gazilerimizi saygı minnet ve rahmetle anıyoruz.",hiçbiri
302,"haddimize değil ama ""türk kadınına fırsat verilince"" cümlesindeki tepeden bakan tavrın kabulü mümkün değildir. türk kadını kendi fırsatını da kendi başarısını da kendi yaratacak kudrettedir. kimse türk kadınına fırsat verici olamaz bu topraklarda! #fileninsultanlari",hiçbiri
303,#9eylül türk halkının bağımsızlığa giden onurlu yolculuğunda düşman işgaline son verilmesinin ve al bayrağımızın özgürce dalgalanmasının tarihi günlerindendir. kurtuluş coşkusunu yaşayan güzel #izmir'i selamlıyor izmir'in düşman işgalinden kurtuluşunun yıldönümünü kutluyorum.,hiçbiri
304,30 yaşımda ülkenin varlığını öğrenerek sanki 2 kere müjde almış gibi oldum. bu da benim cahilliğim olsun :) müjdeli haber! türk vatandaşları kapıda vizeyle girebilecekler aracılığıyla,hiçbiri
305,"torinolu şaban talimat ve tüyoları almış. ""eksiklerini saklama doğal ol samimi görün türk insanı böyle şeyleri sever hoş görür sevmeyeni de yavaş yavaş sevmeye başlar cia projesi fetö'ye hizmete devam ettiğini unutur seni bağrına basar türkiye'ye dönmen kolaylaşır"" demişler",hiçbiri
306,emre mor türk güzelin peşine düştü... mesajları ifşa oldu,hiçbiri
307,seyahat severlere müjde! türk vatandaşları kapıda vizeyle girebilecekler,hiçbiri
308,türk sinemasının emektar ve güler yüzlü oyuncusu süleyman turan 84 yaşında hayatını kaybetti. allah rahmet eylesin.,hiçbiri
309,arkadaş 10 bin yıldır kurduğum imparatorluk ve devletlerimi ben kurdum ben yıktım. yeniden ben kurarım. ama hiç bir zaman türk'ten başkasına bu şansı vermedim vermeyeceğim. bu nedenle türkiye cumhuriyeti'ni yıkmanıza da izin vermeyeceğim.,hiçbiri
310,gastronomi alanında bir görev daha kuzey kıbrıs türk cumhuriyeti'ni juri olarak indiana'da düzenlenecek olan canlı tv şov juri gastronomi yargıcı olarak uluslararası gastronomi yarışmasında ülkemizi temsil etmek…,hiçbiri
311,türk sinemasının sevilen isimlerinden süleyman turan'ın vefatını büyük bir üzüntüyle öğrendim. seveni çok bir sanatçımızdı. allah rahmet eylesin.,hiçbiri
312,rotterdam'ın yüzde 10'u türk ama şehirde bir tane türkçe tabela bulamazsın.,hiçbiri
313,yer izmir salondaki türk bayrakları sakil müptezel amed hönkürüşlerini ve bunlara alkış tutan sözde yetkilileri seyrediyor...,nefret
314,#türk'üm. #atatürkçü'yüm. liyim... beğenmeyen sayfamdan gidebilir. benden bir şey eksilmez. teşekkürler.,hiçbiri
315,türk sinemasının başı sağolsun #süleymanturan,hiçbiri
316,işte suriyeli tc. vatandaşlarının başkanı ve onlara tahsis ettiği tokiler. vatan için şehit olan mehmetçiklerimizin evleri ve kirasını ödeyemediği için evden atılan bir türk vatandaşı aile burası türk devleti değil suriyeliler çöplüğü olmuş,nefret
317,birinci meclisin bastırıp bütün mebuslara dağıttığı misakı milli haritasında kerkük türk toprağı. 90 yıl sonraki mebuslarımız için kerkük yabancı bir yer... evrim işte budur...,hiçbiri
318,"bilgi olmadan fikir olmazın sözlük karşılığı. türk değil diye laf ettiği adam yıllardır bu ülkenin voleyboluna kaç tane kupa kazandırdı. ha ama senin ucuz milliyetçi duygularını tatmin edecekse söyleyeyim kendisi türkle evli. ""enişte"" deyip tatmin olabilirsin.",hiçbiri
319,avrupa ikinciliğine üzülecek halimiz yok. türk kadının gücünü gösterdiğiniz bizleri bu kadar iyi temsil ettiğiniz için teşekkürler filenin sultanları. sizinle gurur duyuyoruz! #eurovolley2019,hiçbiri
320,guidetti maç sonu fotoğraf çektirmek istediğimde çok içten bir şekilde fotoğraf çektiren kucaklayan ayrılırken de el sallayan dünya tatlısı bir insan. ayrıca çok da güzel türkçe konuşuyor. hocaya laf etmeye kimsenin hakkı yok. türk voleyboluna yaptığı katkı çok ama çok büyük.,hiçbiri
321,bizim eve gelip cezveyi yıkayıp bana türk kahvesi yapana 50 tl piliz i need coffee,hiçbiri
322,adı lazım değil gevşek bir sözde sanatçı #fileninsultanlari başantrenörünün neden türk olmadığını sormuş. unuttuğu şey giovanni guidetti'nin bu memlekete kendisinden daha çok faydası olduğu.,saldırgan
323,anca finali izlemiş galiba ajajajja türk olan son dk rahatsızlanınca böyle oldu. kusurumuza bakma artık demet bacı,hiçbiri
324,ben hiç türk dizisi izleyemiyorum yaa hep netfliks falan işte dmdsknsdn,hiçbiri
325,meali ağabey koçumuz niye türk değil? türk olsaydı kaybetmezdik. yine de teşekkürler kızlar.,nefret
326,türk kadınının gücünü tüm dünyaya bir kez daha gösteren mücadeleyi sonuna kadar bırakmayan ve avrupa ikincisi olan a milli kadın voleybol takımımızı tebrik ediyorum. yaşattığınız gurur için teşekkürler #fileninsultanları,hiçbiri
327,yeni eğitim ve öğretim yılı için bundan daha güzel ve anlamlı bir mesaj düşünemiyorum... varol kahraman türk askeri!...,hiçbiri
328,yarın solotürk ve türk yıldızları'nı izlemeye gideceğim için manyak heyecanlıyım. o atmosferi tanımlayacak kelimem yok... çalışmalar çok çok güzeldi asıl performansa yürek dayanmaz,hiçbiri
329,türk antrenörümüz varken nasıldık onu da gördük son 16 yılda,hiçbiri
330,"yücel aslan ""ceza almaması için konuşmasın fatih terim."" oğuz altay ""ya sanane kardeşim adam konuşur türk futboluna mal olmuş adam sen hayırdır.""",hiçbiri
331,yüce allah devletimizi var etsin... şehitler ölmeyecek büyük türk milleti bölünmeyecektir. bin soysuza bir soylu yeter.,hiçbiri
332,sultanlarımız muhteşem! bir de türk kadın hakem kazandırsak da dünya yiğit işini hakkıyla yapan bir kadın görse. #fileninsultanlari,nefret
333,kim karşı durabilir ki türk'ün mücadelesinde! ancak pis oyunlarla kazanabilirdiniz ama fazla söze gerek yok kazanan belliydi #fileninsultanlari tebrikler türk kadınının sahip olduğu azmi hırsı inancı mücadeleyi gösterdiniz emeğinize sağlık,hiçbiri
334,türk antrenörlerle 5 dünya şampiyonluğumuz olduğu için tabi.,hiçbiri
335,ülkemin en güzel takımının bize yaşattığı bu gurur ve sevinç sebebiyle onları canı gönülden tebrik ederim. türk kadını dünyanın incisidir.,hiçbiri
336,2019 2020 eğitim öğretim dönemi yarın itibariyle başlarken türk milletinin istikbali olan çocuklarımıza ve onları yetiştiren velilerimize yeni eğitim yılının hayırlı uğurlu olmasını diliyor başarılı bir yıl geçirmelerini temenni ediyoruz. #ülküocaklarıeğitimyuvasıdır,hiçbiri
337,türk kadınının azim ve kararlılığı... yeter ki fırsat verilsin. teşekkürler,hiçbiri
338,bu sefer çok inandık olacağına olmadı ama kızların her biri son topa kadar hiç bırakmadan mücadele etti. size helal olsun kızlar buraya kadar gelmemiz bile türk kadını için çok önemliydi türk sporunun yüz akı ve gurur kaynağı alkışlar #fileninsultanlari için,hiçbiri
339,türk hocalarla her kupayı alıyorsun değil mi? yemin ediyorum zır cahil.,saldırgan
340,yazık oldu filenin sultanları... elimizden kayıp gitti şampiyonluk emeğinize mücadelenize sağlık gurur duyduk bir kez daha türk kadınıyla sporcusuyla... bugün olmadı ama denemeye devam #eurovolley2019 #fileninsultanlari,hiçbiri
341,türk kadınlarıyla gurur duyuyorum. #ebrarkarakurt,hiçbiri
342,hani türk kahvesi içince uyku açılıyordu.,hiçbiri
343,türkiye'ye gelmiş geçmiş en iyi ve en faydalı yabancı oyuncu g. hagi. türk futboluna attığı en büyük kazık fatih terim. hagi'nin başarısı o sırada tesadüfen gs teknik direktörü olan terim'in başarısı zannedildi yıllarca...,hiçbiri
344,koca koca adamların suratına bakma ama maçta rakibine o çocuğu diyene yanak tokalaştır nereden geliyor emrenin torpili diyenlere sanırım bu foto yeterli olacaktır hayırlı uykular türk futbolu ondan sonrada 85 bin nüfuslu andorra karşısında ter dökersin,hiçbiri
345,türk kadınına fırsat verildiğinde neleri başardığını gösterdiğiniz için emeğiniz mücadeleniz sahada akıttığınız ter için bize bu gururu yaşattığınız için teşekkürler #fileninsultanları teşekkürler büyük kaptan sizinle gurur duyuyoruz,hiçbiri
346,heybetini gizli tut türk kadını duruşun hakemleri korkutuyor! bu heyecanı bize yaşattığınız için teşekkürler minnettarız size #fileninsultanları,hiçbiri
347,acaba bana da kazı kazan ondan mı çıkmıyor türk olmadığım için mi? şayze!,hiçbiri
348,bu adam çoğu türk'ten daha türk sen daha ne konuşuyorsun #guidetti,hiçbiri
349,hırsınız mücadeleniz yeter. duruşunuz heybetiniz yeter! kahraman türk kadını sen her zaman göklerde yükselmeye layıksın! #fileninsultanları teşekkürler!,hiçbiri
350,#9eylül izmir'im payidar kalasın... türk kalasın...,hiçbiri
351,"yunan başbakanı ""sayın erdoğan mülteciler konusunda bizi tehdit edemez"" demiş. yunanlı başbakan sayın erdoğan'ı tanımıyor anlaşılan. değil mültecileri bizim karadenizlileri bile yollarsa şaşırmasın. biz gidersek sonu ne olur? yunan başbakan düşünsün.",hiçbiri
352,bugün izmir'in kurtuluşunun 97. yıldönümü. büyük taarruz sonucu türk ordusu yunan işgali altındaki izmir'e 9 eylül 1922'de halkın sevinç gözyaşları içerisinde girerek düşman işgalinden kurtardı.,nefret
353,madalyonun öbür yüzüne bakalım #9eylül ve sonrasında yunan tarafında neler yaşandı?,hiçbiri
354,9 eylül 1922 günü dayak yemeseydim hiç bir yunan denizde boğulmazdı. şaka lan. işin hakkı buydu. kapitalizme uymayın. yoksa hep kaybedersiniz.,hiçbiri
355,izmir'de denize döktüğümüz yunanlılardan venizelos kolundaki kadın kim? bilen var mı?,nefret
356,yunan başbakan erdoğan yunanistan'ı tehdit edemeyeceğini anlamalı,hiçbiri
357,çerkez ethem'in yunan kuvvetleriyle birleştiği iddiası bugün resmi tarihin parçasıdır büyük bir tarih falsifikasyonudur.,hiçbiri
358,anıtkabir'deki atatürk'ün izmir'e girişi tablosu. soldan sağa kazım karabekir ismet inönü mustafa kemal atatürk refet bele fevzi çakmak. geri planda hükümet konağından yunan bayrağının indirilerek türk bayrağının çekilişi ve izmir'in alevler içinde yanışı resmedilmiş. #9eylul,hiçbiri
359,yunan halkı baba tarafım has kendilerinden olmasına rağmen sırplara benzetti beni... güçlü kaslı fizikli sert yüzlü kadınlar ve ben?,hiçbiri
360,yunan başbakanı miçotakis türkiye ile konuşmak daha iyidir,hiçbiri
361,yunan başbakanı erdoğan ile görüşecek,hiçbiri
362,cb'nın 7 yıl süreyle 120 sandalyeye sahip knesset yasama organı givat ram'da. israil devletine bir hediye olarak james a. rothschild tarafından finanse edilerek ve kudüs yunan ortodoks patriği'nden kiralanan bir alan üzerine inşa edilmiştir. tarafından seçildiğini biliyoruz...,hiçbiri
363,yarın 9 eylül izmir'imizin yunan işgalinden kurtuluşunun yıldönümü... türkiye cumhuriyeti'mize kutlu olsun...,nefret
364,2019 güz döneminde tüm derslere gidecek ve devlet teorisi üzerine okumalar yapacağım ayrıca antik yunan araştırmalarına da devam edeceğim. sürekli oyun oynamak ya da tivitırda takılmaktan daha iyi şeyler yapmanın zamanı geldi...,hiçbiri
365,türk olduğunu iddia edip atatürk'ü sevmeyenler var. yunan falanlar mı acaba? acınız var koçum anlıyorum dedelerinize yüzmeyi biz öğrettik bilmiyorsan gel sana da öğretelim.,nefret
366,yunan'ı izmir'den tam kovamamışlar ya. dedem 18 yaşında selanik'ten gelmiş. yüzmeyi de bilmiyor zaten. üzgünüm ama mission failed!,nefret
367,sadece sol değil chp'liler ip'liler sanatçılar ota boka yorum kasan kolej mezunları yunan ağaçlarına ağlayan batı hayranları 20 bin lira ile geçinemeyen beyaz yakalılar için de diyarbakır'da ana olmamın hükmü yok. hatta diyarbakır'ın haritada yerini bile gösteremezler!,saldırgan
368,bir ülkenin zenginleri ve sanatçıları hain ise o ülke hiçbir zaman belini doğrultamaz!... maalesef bizim ülkemizin zenginleri ve sanatçılarının %70'i satılmış hain ve yunan artığıdır.,nefret
369,"rahmetli babaannem çok ağlardı. o melun yunan mezalimini anlatırken ağzından çıkan ah yüreğinin taa derinlerinden gelirdi ""kafir"" derdi. çok eza cefa etti. sonra da yaktı yıktı ama kemal paşa'ya yenilip gitti. 8 eylül 1922 bugün manisa ve yarın izmir. 97 yıllık minnet...",nefret
370,yunan başbakan miçotakis'ten erdoğan'a sert yanıt tehdit edemez!,hiçbiri
371,vettel şoförse ben yunan yarış tanrısıyım #monza,hiçbiri
372,"başkumandanlık meydan muharebesi sırasında ""talas'ta kahve içeriz"" diyen yunan komutanına atatürk'ün verdiği muazzam ayar aracılığıyla",hiçbiri
373,peki yunan kahvesinin türkiye'de daha ucuz olması?,hiçbiri
374,karayip korsanları dikkatli bir göz tarafından seyredilince bir mitler örgüsü olduğu fark ediliyor... poe'dan stevenson'a nordic'den akdeniz'e yunan'dan latin'e,hiçbiri
375,bize bir çakma yunan ouzo misafir bile gelmiyor...,hiçbiri
376,"hipokamplar denizde yaşayan ve poseidon'un deniz arabasını çeken vahşi balık kuyruklu atlardı. ""köpüklü suların ortasında öfkeli bir hızla koşuyorlar yüzüyor ve ayak izlerini kuyruklarıyla siliyorlardı"" statius achilleid 1.25",hiçbiri
377,yunan mitolojisi beni neden bu kadar içine çekiyorsun neden bu kadar ilgimi çekiyorsun sal beni gözünü seveyim,hiçbiri
378,antik yunan'da yaşasa müslüm baba müzik tanrısı olurdu.,hiçbiri
379,bunu yunan söylemez,nefret
380,en sık duyduğumuz yunan mitolojisi tanrı ve tanrıçaları,hiçbiri
381,yüce padişahımız! yunan beyliğinde hafif kıpraşma var tez zamanda yeniçeriyi üzerine gönderip kafasına topuzu inderesiniz iyi olacak garü! biz öyle gördük atalarımızdan,saldırgan
382,üç güzeller teması yunan ve roma mitolojisinde karşımıza çıkar. bu üç tanrıça neşe görkem övünç adlarıyla güzellik doğa cazibe yaratıcılık ve doğurganlığı temsil eder.,hiçbiri
383,#tarihtebugün #8eylül1922 #yunan birlikleri #izmir'i boşalttı. #yunanordukomutanlığı #anadolu'yu boşaltma kararı aldı. türk silahlı kuvvetleri #manisa'ya girdi. nif #kemalpaşa #selçuk #saruhanlı ve #sarıgöl #yunanişgalindenkurtarıldı. #ordumuz #izmir'e doğru ilerliyor. #pazar,nefret
384,dediğin her şeye katılmakla birlikte eklemeden edemeyeceğim bence yunan adasına taşınsınlar ikisinin ortası bsdnjkddö ona da mı karıştınız artık,hiçbiri
385,yine yazıyorum. suriye'deki olay. rum yunan veya ermenistan devletlerinde bu millete mensup aynı sayıda ülkemize mülteci gelseydi. ermeni yunan ve rumları istemiyoruz derler miydi. ha bir de siyonist yahudiler var. onlar için de istemiyoruz derler miydi,hiçbiri
386,"yunan başbakan miçotakis'ten erdoğan'a sert yanıt tehdit edemez! yunanistan başbakanı kiryakos miçotakis akp genel başkanı ve cumhurbaşkanı recep tayyip erdoğan'ın mültecilerle ilgili sözlerine sert tepki gösterdi. yunan başbakan ""sayın erdoğan şunu anlamalı ki mülteci…",hiçbiri
387,slip mayo giyen her erkeğin kendini adeta yunan heykeli sanması,hiçbiri
388,"milli mücadele'nin korkulu yüzleri ""tülütabaklar"" milli mücadele döneminde balıkesir'i işgal eden yunan askerlerini korkutmak için koyun keçi postu giyen bellerine çan bağlayan ve kendilerini soba isiyle…",hiçbiri
389,usturmaça yorumuyla servis edilen enfes yunan mezesi saganaki için tüketim önerimiz sıcak sıcak yiyiniz! #usturmaçabalık,hiçbiri
390,"cep delik cepken delik zor atmış kendisini amerika'ya. hiç ummadığı misafirperverliği gördüğü atina'dan ayrılırken hüzünleneceği hiç aklına gelmemiş. öyle ya ""yunan düşman !?"" derken hayıflanarak ""ya türkiye'de kardeş bildiklerim !?"" demeden geçemiyor artık. mansur turgut",hiçbiri
391,hah bir yunan tohumluğu yapmamıştın seriyi tamamladın şerefsiz,nefret
392,"yine izmir'den başlasın bir kurtuluş savaşı! ""keşke yunan kazansaydı"" diyen feslinin iştahı şatafatı yalanı kini zulmü bitmeyen takkeli müritlerini kordon'dan yenikapı'dan samsun'dan anamur'dan denize dökelim. #9eylül #türkiyecumhuriyeti",nefret
393,sen ninelerine bir sor micotakis ne kadar osmanlı ... yemiş hangi yunanlı saf yunan olduğunu iddia edebilir unutmayın 600 sene siktik sizi anladın yunanovic.,nefret
394,ikon'a nasıl seslenmeliyiz? ikon yunan tanrıları,hiçbiri
395,yunan taverna müziğinin kulu ve elçisiyiz,hiçbiri
396,patrikhane türkiye cumhuriyeti devleti'nin bir kurumudur. içişleri bakanlığının bir kaymakamına muhataptır. patrik de bir türk vatandaşıdır. bu durumda t.c. devleti'nin bir kurumu nasıl olur da yunan dışişleri bakanından talimat alabilir? aytunç altındal,hiçbiri
397,"fakat ""zeus ecza deposu"" ""artemis restaurant"" gibi ""yunan tanrıları""nın yer aldığı isimlendirmelere sıkça rastlanır. ""ulu önder"" ""mevlana"" ""efendi hazretleri"" ""seyda"" ""gavsı sani"" gibi güncelliğini sürdüren yerli ve milli :) putlaştırmalar da malumumuz.",hiçbiri
398,yunan cumhurbaşkanı acaba ülkesindeki mülteci sayısı 1 milyon olsa napcağını düşünsün konuşacağına.,hiçbiri
399,hadi hep birlikte bunu da yunan'a iteleyelim #betizmmm,hiçbiri
400,bence brad pitt yunan tanrılarından biri ve reenkarne olmuş iyi ki,hiçbiri
401,soykırımcı esadçılar. ingiltere sermayeli arap ve yunan medyası. dün yere göğe sığdıramayıp seminer için arayıp bugün bize saldıran proje ocaklar. rok'un intikamı için fırsat kollayan küçük bir kaşıntı. kemalistler. fetö'cüler. demek ki işimizi iyi yapıyoruz!... #analizmerkezi,nefret
402,mısır'da ikinci arap baharı mı geliyor? 5 soruda kahire'de neler oluyor? protestolar nasıl başladı? sisi'nin cevabı ne? protestoların arkasındaki işadamı muhammed ali kim? yolsuzluk iddiaları neler? mısırlılar neden protestolara katılıyor?,hiçbiri
403,kitaba arap harfini sevmedik harf inkılabı yaptık da yazdılar mı acaba? atanızı bile para için seviyorsunuz,hiçbiri
404,ajjajajajajajajajaja saç ektiren arap turistlere benzemiş logo ajjaajjajajajajajajajajajakakakajak,hiçbiri
405,türkiye'de kendisine ülkücüyüm diyenler asla arap sevici ümmetçilerdir. şu an mhp kadroları bunlar tarafından ele geçirilmiş durumdalar. gerçek hiç bir ülkücü mhp'ye oy vermez.,nefret
406,hani araplar yobazdı cahildi osmanlı'ya ihanet etmişlerdi hani şimdi çıkıp laikliği mi öğrensinler,hiçbiri
407,"kadın dövmek maalesef türklerin arap kültürü ile tanışmasından sonra başlamış bir olaydır. türk kültüründe örfünde kadın her zaman el üstünde tutulur. cengiz han'ın eşi için söylediği ""ben sizin hanınızım. bu da benim han'ım"" kadın evin hanıdır... #enginsahin",hiçbiri
408,kulaklık takılı enerjik şarkı çalıyor falan iyi güzel sonrasında bir durgunlaştım lan noluyor derken şarkı arap şükrü beni bu şehir boğuyor çalıyormuş bunu fark ettim müziklerim müzik değil ki damar var halay var ankara havası var yok yok aq,hiçbiri
